"id","protein_id","hits_to","query_protein_length","percentage_phage_coat","percentage_encapsulin","enc_perc_fraction","group","clan_phagecoat_percentage","clan_phagecoat_percentage_adjusted","query_genome_length","encapsulin_coverage","mcp_coverage","mcp_percentage","total_aligned","encapsulin_fraction","query_genome_length_kbp"
"DTR_868204","DTR_868204_13","FMN_bind|Get5_C|Phage_capsid",411,64.39,0,0,"Control",64.39,64.39,12173,NA,NA,NA,NA,0,12.173
"DTR_825381","DTR_825381_9","ABC_tran_CTD|EF-G-binding_N|Med4|Phage_capsid",432,62.41,0,0,"Mini",62.41,62.41,8362,NA,NA,NA,NA,0,8.362
"DTR_573992","DTR_573992_13","Phage_capsid|RAC_head",407,65.27,0,0,"Control",65.27,65.27,13299,NA,NA,NA,NA,0,13.299
"DTR_131056","DTR_131056_14","Gp10A-like|Hex_IIIa|Phage_capsid_2",285,70.42,0,0,"Control",70.42,70.42,15171,NA,NA,NA,NA,0,15.171
"DTR_050134","DTR_050134_8","GP7",307,85.62,0,0,"Control",85.62,85.62,15690,NA,NA,NA,NA,0,15.69
"DTR_286934","DTR_286934_2","Phage_capsid",421,65,0,0,"Mini",65,65,10425,NA,NA,NA,NA,0,10.425
"DTR_653102","DTR_653102_3","Paralemmin|Peptidase_S78|Phage_capsid|UPF0242",517,50.78,0,0,"Control",50.78,50.78,13435,NA,NA,NA,NA,0,13.435
"DTR_065949","DTR_065949_10","Phage_cap_E|YDG",305,21.38,0,0,"Control",21.38,21.38,12215,NA,NA,NA,NA,0,12.215
"DTR_315534","DTR_315534_7","Peptidase_S78|Phage_capsid",509,41.34,0,0,"Control",41.34,41.34,18494,NA,NA,NA,NA,0,18.494
"DTR_597910","DTR_597910_8","Phage_capsid",410,65.04,0,0,"Control",65.04,65.04,13637,NA,NA,NA,NA,0,13.637
"DTR_160745","DTR_160745_2","Phage_cap_E",336,94.63,0,0,"Control",94.63,94.63,12506,NA,NA,NA,NA,0,12.506
"DTR_137463","DTR_137463_14","Peptidase_S78|Phage_capsid|Phage_capsid_2",518,53.97,0,0,"Control",53.97,53.97,15711,NA,NA,NA,NA,0,15.711
"DTR_267198","DTR_267198_7","Phage_cap_E",307,31.7,0,0,"Mini",31.7,31.7,10499,NA,NA,NA,NA,0,10.499
"DTR_208882","DTR_208882_11","DUF5309|Phage_capsid",293,92.12,0,0,"Control",92.12,92.12,14513,NA,NA,NA,NA,0,14.513
"DTR_053582","DTR_053582_9","Peptidase_S78|Phage_capsid",512,42.66,0,0,"Control",42.66,42.66,14183,NA,NA,NA,NA,0,14.183
"DTR_112871","DTR_112871_7","Phage_capsid",401,65.5,0,0,"Mini",65.5,65.5,7820,NA,NA,NA,NA,0,7.82
"DTR_778784","DTR_778784_16","DUF2059|Msg2_C|Phage_capsid",409,65.44,0,0,"Control",65.44,65.44,13860,NA,NA,NA,NA,0,13.86
"DTR_308094","DTR_308094_7","Phage_capsid|Pinin_SDK_memA",410,24.45,0,0,"Mini",24.45,24.45,10515,NA,NA,NA,NA,0,10.515
"DTR_789743","DTR_789743_24","Peptidase_S78|Phage_capsid",523,22.22,0,0,"Control",22.22,22.22,16558,NA,NA,NA,NA,0,16.558
"DTR_700447","DTR_700447_3","DUF6115|Peptidase_S78|Phage_capsid",532,40.11,0,0,"Control",40.11,40.11,17577,NA,NA,NA,NA,0,17.577
"DTR_315673","DTR_315673_23","DUF1778|Peptidase_S78|Phage_capsid",521,49.42,0,0,"Control",49.42,49.42,15303,NA,NA,NA,NA,0,15.303
"DTR_503953","DTR_503953_10","Acetyltransf_CG|P22_CoatProtein|Phage_capsid_2",283,27.66,0,0,"Mini",27.66,27.66,6782,NA,NA,NA,NA,0,6.782
"DTR_704498","DTR_704498_10","Phage_capsid",248,97.98,0,0,"Mini",97.98,97.98,8212,NA,NA,NA,NA,0,8.212
"DTR_480539","DTR_480539_16","Phage_TAC_13|Phage_capsid",330,81.46,0,0,"Control",81.46,81.46,12067,NA,NA,NA,NA,0,12.067
"DTR_713355","DTR_713355_11","Phage_capsid",415,64.49,0,0,"Control",64.49,64.49,13268,NA,NA,NA,NA,0,13.268
"DTR_046476","DTR_046476_3","Phage_capsid",662,36.61,0,0,"Control",36.61,36.61,16870,NA,NA,NA,NA,0,16.87
"DTR_034014","DTR_034014_3","Peptidase_S78|Phage_capsid",507,47.43,0,0,"Control",47.43,47.43,15940,NA,NA,NA,NA,0,15.94
"DTR_097053","DTR_097053_12","Phage_capsid",308,81.76,0,0,"Mini",81.76,81.76,9408,NA,NA,NA,NA,0,9.408
"DTR_027582","DTR_027582_17","Linocin_M18",346,68.12,68.12,100,"Control",68.12,68.12,16611,NA,NA,NA,NA,1,16.611
"DTR_486117","DTR_486117_22","Peptidase_S78|Phage_capsid",523,30.08,0,0,"Control",30.08,30.08,16618,NA,NA,NA,NA,0,16.618
"DTR_482508","DTR_482508_17","FlhD|Peptidase_S78|Phage_capsid",553,50.18,0,0,"Control",50.18,50.18,16196,NA,NA,NA,NA,0,16.196
"DTR_719345","DTR_719345_7","FlhD|Peptidase_S78|Phage_capsid",553,46.74,0,0,"Control",46.74,46.74,16416,NA,NA,NA,NA,0,16.416
"DTR_256259","DTR_256259_1","Phage_capsid",132,97.71,0,0,"Micro",97.71,97.71,4733,NA,NA,NA,NA,0,4.733
"DTR_034013","DTR_034013_24","Peptidase_S78|Phage_capsid",557,45.86,0,0,"Control",45.86,45.86,18535,NA,NA,NA,NA,0,18.535
"DTR_591294","DTR_591294_8","Phage_capsid",410,65.04,0,0,"Control",65.04,65.04,13062,NA,NA,NA,NA,0,13.062
"DTR_534075","DTR_534075_5","Phage_capsid|Phage_capsid_2",290,62.98,0,0,"Micro",62.98,62.98,4634,NA,NA,NA,NA,0,4.634
"DTR_282867","DTR_282867_3","Phage_capsid_2|TraT",285,72.54,0,0,"Control",72.54,72.54,14682,NA,NA,NA,NA,0,14.682
"DTR_545965","DTR_545965_14","Phage_capsid",410,65.04,0,0,"Control",65.04,65.04,13104,NA,NA,NA,NA,0,13.104
"DTR_317981","DTR_317981_20","Peptidase_S78|Phage_capsid",515,55.45,0,0,"Control",55.45,55.45,15505,NA,NA,NA,NA,0,15.505
"DTR_890275","DTR_890275_1","LNP1|Peptidase_C7|Phage_capsid",371,41.78,0,0,"Mini",41.78,41.78,10527,NA,NA,NA,NA,0,10.527
"DTR_530486","DTR_530486_1","P22_CoatProtein|S-l_SbsC_C",359,43.85,0,0,"Micro",43.85,43.85,2834,NA,NA,NA,NA,0,2.834
"DTR_348973","DTR_348973_11","Phage_capsid_2",285,83.45,0,0,"Control",83.45,83.45,12501,NA,NA,NA,NA,0,12.501
"DTR_696999","DTR_696999_3","Phage_capsid",411,62.44,0,0,"Mini",62.44,62.44,9715,NA,NA,NA,NA,0,9.715
"YP_010843914.1","YP_010843914.1","Gp23",155,25.81,0,0,"Refseq",25.81,25.81,170126,NA,NA,NA,NA,0,170.126
"YP_010094972.1","YP_010094972.1","DmpG_comm|Gp23",155,26.45,0,0,"Refseq",26.45,26.45,175774,NA,NA,NA,NA,0,175.774
"YP_009304265.1","YP_009304265.1","Phage_capsid",300,27,0,0,"Refseq",27,27,42979,NA,NA,NA,NA,0,42.979
"YP_010355901.1","YP_010355901.1","Phage_capsid",396,27.27,0,0,"Refseq",27.27,27.27,38059,NA,NA,NA,NA,0,38.059
"YP_009600608.1","YP_009600608.1","Phage_cap_E",339,27.73,0,0,"Refseq",27.73,27.73,54836,NA,NA,NA,NA,0,54.836
"YP_009607225.1","YP_009607225.1","Gp23",162,30.86,0,0,"Refseq",30.86,30.86,176055,NA,NA,NA,NA,0,176.055
"YP_009194273.1","YP_009194273.1","Gp23|Phage_XkdX",162,31.48,0,0,"Refseq",31.48,31.48,176081,NA,NA,NA,NA,0,176.081
"YP_009290977.1","YP_009290977.1","Big_3_5|Phage_cap_E",389,33.42,0,0,"Refseq",33.42,33.42,78302,NA,NA,NA,NA,0,78.302
"YP_009801652.1","YP_009801652.1","P22_CoatProtein",304,34.87,0,0,"Refseq",34.87,34.87,53912,NA,NA,NA,NA,0,53.912
"YP_010051417.1","YP_010051417.1","Phage_Capsid_P3|Phage_capsid",311,35.05,0,0,"Refseq",35.05,35.05,41752,NA,NA,NA,NA,0,41.752
"YP_010676010.1","YP_010676010.1","DUF2184",343,35.28,0,0,"Refseq",35.28,35.28,44715,NA,NA,NA,NA,0,44.715
"YP_010051224.1","YP_010051224.1","Phage_Capsid_P3|Phage_capsid",311,35.69,0,0,"Refseq",35.69,35.69,42311,NA,NA,NA,NA,0,42.311
"YP_010648369.1","YP_010648369.1","Phage_capsid",403,36.23,0,0,"Refseq",36.23,36.23,42706,NA,NA,NA,NA,0,42.706
"YP_008059528.1","YP_008059528.1","Phage_capsid",419,36.52,0,0,"Refseq",36.52,36.52,35722,NA,NA,NA,NA,0,35.722
"YP_009823366.1","YP_009823366.1","Phage_capsid",323,36.84,0,0,"Refseq",36.84,36.84,61600,NA,NA,NA,NA,0,61.6
"YP_002274266.1","YP_002274266.1","Osmo_CC|Peptidase_S78|Phage_capsid",656,38.11,0,0,"Refseq",38.11,38.11,62147,NA,NA,NA,NA,0,62.147
"YP_009909397.1","YP_009909397.1","Osmo_CC|Peptidase_S78|Phage_capsid",645,38.76,0,0,"Refseq",38.76,38.76,57849,NA,NA,NA,NA,0,57.849
"YP_009909320.1","YP_009909320.1","APG6_N|Osmo_CC|Peptidase_S78|Phage_capsid",645,38.76,0,0,"Refseq",38.76,38.76,55023,NA,NA,NA,NA,0,55.023
"YP_009909243.1","YP_009909243.1","Osmo_CC|Peptidase_S78|Phage_capsid",645,38.76,0,0,"Refseq",38.76,38.76,57248,NA,NA,NA,NA,0,57.248
"YP_009909088.1","YP_009909088.1","Peptidase_S78|Phage_capsid",645,38.76,0,0,"Refseq",38.76,38.76,58326,NA,NA,NA,NA,0,58.326
"YP_002274188.1","YP_002274188.1","Osmo_CC|Peptidase_S78|Phage_capsid",645,38.76,0,0,"Refseq",38.76,38.76,54896,NA,NA,NA,NA,0,54.896
"YP_001449293.1","YP_001449293.1","APG6_N|Osmo_CC|Peptidase_S78|Phage_capsid",645,38.76,0,0,"Refseq",38.76,38.76,57930,NA,NA,NA,NA,0,57.93
"YP_239802.1","YP_239802.1","Phage_capsid",395,39.75,0,0,"Refseq",39.75,39.75,41318,NA,NA,NA,NA,0,41.318
"YP_010051677.1","YP_010051677.1","Phage_capsid",308,40.91,0,0,"Refseq",40.91,40.91,44998,NA,NA,NA,NA,0,44.998
"YP_007006570.1","YP_007006570.1","Bap31_Bap29_C|DUF4337|DUF4407|DUF842|Drf_FH3|Peptidase_S78_2|Phage_capsid",469,42.43,0,0,"Refseq",42.43,42.43,69391,NA,NA,NA,NA,0,69.391
"YP_009948738.1","YP_009948738.1","Gp10A-like",332,42.77,0,0,"Refseq",42.77,42.77,43264,NA,NA,NA,NA,0,43.264
"YP_010719873.1","YP_010719873.1","Gp13-like",354,44.35,0,0,"Refseq",44.35,44.35,63743,NA,NA,NA,NA,0,63.743
"YP_009224264.1","YP_009224264.1","Med5|Phage_capsid|T1RH-like_C",380,46.32,0,0,"Refseq",46.32,46.32,34997,NA,NA,NA,NA,0,34.997
"YP_009799363.1","YP_009799363.1","Gp10A-like|Ssl1",344,47.38,0,0,"Refseq",47.38,47.38,41832,NA,NA,NA,NA,0,41.832
"YP_010772496.1","YP_010772496.1","Linocin_M18",314,39.49,39.49,100,"Fringe",39.49,39.49,19541,NA,NA,NA,NA,1,19.541
"YP_010768501.1","YP_010768501.1","Phage_cap_P2",357,93.28,0,0,"Fringe",93.28,93.28,28946,NA,NA,NA,NA,0,28.946
"YP_009787334.1","YP_009787334.1","Gp10A-like",337,50.45,0,0,"Refseq",50.45,50.45,41841,NA,NA,NA,NA,0,41.841
"YP_009152981.1","YP_009152981.1","APG6_N|ATG14|Baculo_p24|DUF1465|DUF4407|DegQ|DivIC|NuA4|Phage_capsid|ProMicron|SHE3|TMF_DNA_bd",417,50.6,0,0,"Refseq",50.6,50.6,33756,NA,NA,NA,NA,0,33.756
"YP_010051614.1","YP_010051614.1","Phage_capsid",308,50.97,0,0,"Refseq",50.97,50.97,44877,NA,NA,NA,NA,0,44.877
"YP_009620683.1","YP_009620683.1","GP7|Par3_HAL_N_term",300,51,0,0,"Refseq",51,51,112225,NA,NA,NA,NA,0,112.225
"YP_010755350.1","YP_010755350.1","Phage_capsid",428,52.34,0,0,"Refseq",52.34,52.34,42211,NA,NA,NA,NA,0,42.211
"YP_010719865.1","YP_010719865.1","Gp13-like|TrbI",344,53.2,0,0,"Refseq",53.2,53.2,60958,NA,NA,NA,NA,0,60.958
"YP_010104146.1","YP_010104146.1","Nuf2_DHR10-like|Phage_capsid|Sec10_N",515,54.56,0,0,"Refseq",54.56,54.56,48540,NA,NA,NA,NA,0,48.54
"YP_009013024.1","YP_009013024.1","Nuf2_DHR10-like|Phage_capsid|Sec10_N",515,54.56,0,0,"Refseq",54.56,54.56,48420,NA,NA,NA,NA,0,48.42
"YP_010088187.1","YP_010088187.1","Nuf2_DHR10-like|Phage_capsid|Sec10_N",515,54.56,0,0,"Refseq",54.56,54.56,46305,NA,NA,NA,NA,0,46.305
"YP_009276877.1","YP_009276877.1","ATG14|Baculo_p24|DUF1465|DUF948|DegQ|FlaC_arch|Glyco_hydro_4|NuA4|Phage_capsid|ProMicron|SHE3|zf-C4H2",417,55.64,0,0,"Refseq",55.64,55.64,33477,NA,NA,NA,NA,0,33.477
"YP_009819662.1","YP_009819662.1","ICA69|KIP1|LMBR1|Phage_capsid|TMPIT",465,57.63,0,0,"Refseq",57.63,57.63,113760,NA,NA,NA,NA,0,113.76
"YP_009808584.1","YP_009808584.1","ICA69|KIP1|LMBR1|Phage_capsid|TMPIT",465,57.63,0,0,"Refseq",57.63,57.63,112106,NA,NA,NA,NA,0,112.106
"YP_008241996.1","YP_008241996.1","DUF3877|Deltameth_res|Lectin_N|PI3K_1B_p101|Phage_capsid|SpvD|TFIID_20kDa",402,57.71,0,0,"Refseq",57.71,57.71,53664,NA,NA,NA,NA,0,53.664
"YP_010356618.1","YP_010356618.1","End_beta_barrel|Phage_capsid|Ribonuc_2-5A",566,58.48,0,0,"Refseq",58.48,58.48,47186,NA,NA,NA,NA,0,47.186
"YP_010754521.1","YP_010754521.1","Phage_capsid",429,59.91,0,0,"Refseq",59.91,59.91,129136,NA,NA,NA,NA,0,129.136
"YP_579208.1","YP_579208.1","Phage_capsid",419,61.81,0,0,"Refseq",61.81,61.81,38194,NA,NA,NA,NA,0,38.194
"NP_803339.1","NP_803339.1","APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid",402,61.94,0,0,"Refseq",61.94,61.94,44970,NA,NA,NA,NA,0,44.97
"YP_010083879.1","YP_010083879.1","APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid|UPF0242",402,61.94,0,0,"Refseq",61.94,61.94,45621,NA,NA,NA,NA,0,45.621
"YP_010083814.1","YP_010083814.1","APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid",402,61.94,0,0,"Refseq",61.94,61.94,45878,NA,NA,NA,NA,0,45.878
"YP_010083746.1","YP_010083746.1","ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid",402,61.94,0,0,"Refseq",61.94,61.94,45780,NA,NA,NA,NA,0,45.78
"YP_010083681.1","YP_010083681.1","ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid|SKA2",402,61.94,0,0,"Refseq",61.94,61.94,44823,NA,NA,NA,NA,0,44.823
"YP_010083603.1","YP_010083603.1","APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid",402,61.94,0,0,"Refseq",61.94,61.94,45585,NA,NA,NA,NA,0,45.585
"YP_010083512.1","YP_010083512.1","APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid",402,61.94,0,0,"Refseq",61.94,61.94,45346,NA,NA,NA,NA,0,45.346
"YP_010083315.1","YP_010083315.1","ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid|SKA2",402,61.94,0,0,"Refseq",61.94,61.94,46048,NA,NA,NA,NA,0,46.048
"YP_009204261.1","YP_009204261.1","APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid",402,61.94,0,0,"Refseq",61.94,61.94,44222,NA,NA,NA,NA,0,44.222
"YP_008058803.1","YP_008058803.1","APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|LaMicron_I|Phage_capsid|SKA2",402,61.94,0,0,"Refseq",61.94,61.94,45572,NA,NA,NA,NA,0,45.572
"YP_007392389.1","YP_007392389.1","APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid",402,61.94,0,0,"Refseq",61.94,61.94,47252,NA,NA,NA,NA,0,47.252
"YP_007005732.1","YP_007005732.1","APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid",402,61.94,0,0,"Refseq",61.94,61.94,45552,NA,NA,NA,NA,0,45.552
"YP_002268008.1","YP_002268008.1","APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid",402,61.94,0,0,"Refseq",61.94,61.94,47342,NA,NA,NA,NA,0,47.342
"YP_010754160.1","YP_010754160.1","Phage_cap_E",353,62.04,0,0,"Refseq",62.04,62.04,69165,NA,NA,NA,NA,0,69.165
"YP_009815764.1","YP_009815764.1","Amidohydro_2|Phage_capsid|Phasin_2",444,62.61,0,0,"Refseq",62.61,62.61,38317,NA,NA,NA,NA,0,38.317
"YP_010774059.1","YP_010774059.1","LTXXQ|Phage_capsid",439,63.1,0,0,"Refseq",63.1,63.1,38613,NA,NA,NA,NA,0,38.613
"YP_009830738.1","YP_009830738.1","Allexi_40kDa|DUF2205|DUF724|Helo_like_N|Phage_capsid|SKA1",395,63.29,0,0,"Refseq",63.29,63.29,43223,NA,NA,NA,NA,0,43.223
"YP_009285253.1","YP_009285253.1","Allexi_40kDa|DUF2205|DUF724|Helo_like_N|Phage_capsid|SKA1",395,63.29,0,0,"Refseq",63.29,63.29,43773,NA,NA,NA,NA,0,43.773
"YP_009281107.1","YP_009281107.1","Phage_capsid",429,63.4,0,0,"Refseq",63.4,63.4,45285,NA,NA,NA,NA,0,45.285
"YP_112497.1","YP_112497.1","Phage_capsid|Yopt",379,63.59,0,0,"Refseq",63.59,63.59,36012,NA,NA,NA,NA,0,36.012
"YP_009855338.1","YP_009855338.1","CmlA_N|DUF724|Phage_capsid",393,63.61,0,0,"Refseq",63.61,63.61,39365,NA,NA,NA,NA,0,39.365
"YP_009854711.1","YP_009854711.1","CmlA_N|DUF724|Phage_capsid",393,63.61,0,0,"Refseq",63.61,63.61,39262,NA,NA,NA,NA,0,39.262
"YP_009815836.1","YP_009815836.1","Amidohydro_2|Phage_capsid|Phasin_2",437,63.62,0,0,"Refseq",63.62,63.62,38449,NA,NA,NA,NA,0,38.449
"YP_010051029.1","YP_010051029.1","Phage_capsid",416,63.7,0,0,"Refseq",63.7,63.7,43366,NA,NA,NA,NA,0,43.366
"YP_007237117.1","YP_007237117.1","DUF16|DUF3450|Fib_alpha|Med9|Phage_capsid|UPF0242",460,63.7,0,0,"Refseq",63.7,63.7,122696,NA,NA,NA,NA,0,122.696
"YP_009818566.1","YP_009818566.1","Phage_capsid",436,63.76,0,0,"Refseq",63.76,63.76,36776,NA,NA,NA,NA,0,36.776
"YP_009884815.1","YP_009884815.1","Phage_capsid",439,63.78,0,0,"Refseq",63.78,63.78,38850,NA,NA,NA,NA,0,38.85
"YP_010774329.1","YP_010774329.1","Exonuc_X-T_C|K-box|Phage_capsid|SWI2_SNF2",442,64.03,0,0,"Refseq",64.03,64.03,42495,NA,NA,NA,NA,0,42.495
"YP_010774265.1","YP_010774265.1","K-box|Phage_capsid",442,64.03,0,0,"Refseq",64.03,64.03,42052,NA,NA,NA,NA,0,42.052
"YP_010774194.1","YP_010774194.1","Exonuc_X-T_C|K-box|Phage_capsid",442,64.03,0,0,"Refseq",64.03,64.03,41797,NA,NA,NA,NA,0,41.797
"YP_010774130.1","YP_010774130.1","Exonuc_X-T_C|K-box|Phage_capsid",442,64.03,0,0,"Refseq",64.03,64.03,42045,NA,NA,NA,NA,0,42.045
"YP_009282346.1","YP_009282346.1","DUF349|Phage_capsid",409,64.06,0,0,"Refseq",64.06,64.06,35068,NA,NA,NA,NA,0,35.068
"YP_009201498.1","YP_009201498.1","DUF349|Phage_capsid",409,64.06,0,0,"Refseq",64.06,64.06,34155,NA,NA,NA,NA,0,34.155
"YP_009639684.1","YP_009639684.1","Phage_capsid",427,64.17,0,0,"Refseq",64.17,64.17,44530,NA,NA,NA,NA,0,44.53
"YP_010050799.1","YP_010050799.1","Phage_capsid|R_equi_Vir",416,64.18,0,0,"Refseq",64.18,64.18,46888,NA,NA,NA,NA,0,46.888
"YP_009815693.1","YP_009815693.1","Phage_capsid|Phasin_2",436,64.22,0,0,"Refseq",64.22,64.22,38802,NA,NA,NA,NA,0,38.802
"YP_010083285.1","YP_010083285.1","ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid",387,64.34,0,0,"Refseq",64.34,64.34,46435,NA,NA,NA,NA,0,46.435
"YP_002332404.1","YP_002332404.1","APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid",387,64.34,0,0,"Refseq",64.34,64.34,45344,NA,NA,NA,NA,0,45.344
"YP_240005.1","YP_240005.1","APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid",387,64.34,0,0,"Refseq",64.34,64.34,44777,NA,NA,NA,NA,0,44.777
"YP_239938.1","YP_239938.1","APG6_N|ATG16|HAUS-augmin3|Phage_capsid",387,64.34,0,0,"Refseq",64.34,64.34,43095,NA,NA,NA,NA,0,43.095
"YP_239859.1","YP_239859.1","APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid",387,64.34,0,0,"Refseq",64.34,64.34,45861,NA,NA,NA,NA,0,45.861
"NP_075504.1","NP_075504.1","APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid",387,64.34,0,0,"Refseq",64.34,64.34,42942,NA,NA,NA,NA,0,42.942
"YP_010083477.1","YP_010083477.1","APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|LaMicron_I|Phage_capsid",387,64.34,0,0,"Refseq",64.34,64.34,45999,NA,NA,NA,NA,0,45.999
"YP_010083180.1","YP_010083180.1","ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid",387,64.34,0,0,"Refseq",64.34,64.34,45108,NA,NA,NA,NA,0,45.108
"YP_010083116.1","YP_010083116.1","APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid",387,64.34,0,0,"Refseq",64.34,64.34,45111,NA,NA,NA,NA,0,45.111
"YP_010083372.1","YP_010083372.1","APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid",387,64.34,0,0,"Refseq",64.34,64.34,45985,NA,NA,NA,NA,0,45.985
"YP_008767370.1","YP_008767370.1","APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid",387,64.34,0,0,"Refseq",64.34,64.34,44459,NA,NA,NA,NA,0,44.459
"YP_007002971.1","YP_007002971.1","BRE1|Phage_capsid",390,64.36,0,0,"Refseq",64.36,64.36,49433,NA,NA,NA,NA,0,49.433
"YP_010752332.1","YP_010752332.1","Phage_capsid",398,64.57,0,0,"Refseq",64.57,64.57,41712,NA,NA,NA,NA,0,41.712
"YP_010752268.1","YP_010752268.1","DUF2184|Phage_capsid",398,64.57,0,0,"Refseq",64.57,64.57,42169,NA,NA,NA,NA,0,42.169
"YP_010752201.1","YP_010752201.1","Phage_capsid",398,64.57,0,0,"Refseq",64.57,64.57,41876,NA,NA,NA,NA,0,41.876
"YP_010049613.1","YP_010049613.1","Phage_capsid",430,64.65,0,0,"Refseq",64.65,64.65,44938,NA,NA,NA,NA,0,44.938
"YP_010356705.1","YP_010356705.1","DUF1664|End_beta_barrel|FlgT_C|Phage_capsid",566,64.66,0,0,"Refseq",64.66,64.66,43978,NA,NA,NA,NA,0,43.978
"YP_010752466.1","YP_010752466.1","Phage_capsid",395,65.06,0,0,"Refseq",65.06,65.06,42139,NA,NA,NA,NA,0,42.139
"YP_010752806.1","YP_010752806.1","Phage_capsid",395,65.32,0,0,"Refseq",65.32,65.32,42174,NA,NA,NA,NA,0,42.174
"YP_010098652.1","YP_010098652.1","Gp23",55,65.45,0,0,"Refseq",65.45,65.45,162630,NA,NA,NA,NA,0,162.63
"YP_010752670.1","YP_010752670.1","Phage_capsid|RdRP_4",394,65.48,0,0,"Refseq",65.48,65.48,41594,NA,NA,NA,NA,0,41.594
"YP_010752603.1","YP_010752603.1","Phage_capsid|RdRP_4",394,65.48,0,0,"Refseq",65.48,65.48,41692,NA,NA,NA,NA,0,41.692
"YP_010752536.1","YP_010752536.1","Phage_capsid|RdRP_4",394,65.48,0,0,"Refseq",65.48,65.48,41814,NA,NA,NA,NA,0,41.814
"YP_010752949.1","YP_010752949.1","Phage_capsid",393,65.65,0,0,"Refseq",65.65,65.65,41958,NA,NA,NA,NA,0,41.958
"YP_010752876.1","YP_010752876.1","Phage_capsid",393,65.65,0,0,"Refseq",65.65,65.65,42655,NA,NA,NA,NA,0,42.655
"YP_009196104.1","YP_009196104.1","Cnn_1N|DUF2205|Endonuc_BglI|Phage_capsid",380,65.79,0,0,"Refseq",65.79,65.79,45653,NA,NA,NA,NA,0,45.653
"YP_009193818.1","YP_009193818.1","Cnn_1N|DUF2205|Endonuc_BglI|Phage_capsid",380,65.79,0,0,"Refseq",65.79,65.79,44249,NA,NA,NA,NA,0,44.249
"YP_010050544.1","YP_010050544.1","Phage_capsid",417,65.95,0,0,"Refseq",65.95,65.95,43850,NA,NA,NA,NA,0,43.85
"YP_009602564.1","YP_009602564.1","Phage_capsid",417,65.95,0,0,"Refseq",65.95,65.95,44389,NA,NA,NA,NA,0,44.389
"YP_009803062.1","YP_009803062.1","Phage_capsid|RRF|YPEB_N",421,66.03,0,0,"Refseq",66.03,66.03,43758,NA,NA,NA,NA,0,43.758
"YP_010752129.1","YP_010752129.1","Phage_capsid",395,66.08,0,0,"Refseq",66.08,66.08,40567,NA,NA,NA,NA,0,40.567
"YP_009621078.1","YP_009621078.1","Big_3_5|Phage_capsid|ProMicron|TMPIT",460,66.09,0,0,"Refseq",66.09,66.09,111103,NA,NA,NA,NA,0,111.103
"YP_009597506.1","YP_009597506.1","Big_3_5|Phage_capsid|TMPIT",460,66.09,0,0,"Refseq",66.09,66.09,123490,NA,NA,NA,NA,0,123.49
"YP_010050236.1","YP_010050236.1","Phage_capsid",416,66.11,0,0,"Refseq",66.11,66.11,43746,NA,NA,NA,NA,0,43.746
"YP_010050479.1","YP_010050479.1","Phage_capsid",416,66.11,0,0,"Refseq",66.11,66.11,43940,NA,NA,NA,NA,0,43.94
"YP_010752738.1","YP_010752738.1","Phage_capsid",393,66.16,0,0,"Refseq",66.16,66.16,42129,NA,NA,NA,NA,0,42.129
"YP_006383510.1","YP_006383510.1","Phage_capsid",361,66.2,0,0,"Refseq",66.2,66.2,33609,NA,NA,NA,NA,0,33.609
"YP_010357881.1","YP_010357881.1","DUF2184|DUF6260|FlgT_N|Linocin_M18|Nairo_nucleo",409,66.26,20.54,30.99909448,"Refseq",66.26,66.26,42293,NA,NA,NA,NA,0.3099909448,42.293
"YP_010050419.1","YP_010050419.1","Phage_capsid",415,66.27,0,0,"Refseq",66.27,66.27,43950,NA,NA,NA,NA,0,43.95
"YP_010049803.1","YP_010049803.1","Phage_capsid",415,66.27,0,0,"Refseq",66.27,66.27,43357,NA,NA,NA,NA,0,43.357
