id,protein_id,hits_to,query_protein_length,percentage_phage_coat,percentage_encapsulin,enc_perc_fraction,group,clan_phagecoat_percentage,clan_phagecoat_percentage_adjusted
DTR_329975,DTR_329975_2,Peptidase_S78|Phage_capsid|Phage_capsid_2,518,53.97,0,0,Control,53.97,53.97
DTR_264148,DTR_264148_13,Peptidase_S78|Phage_capsid|TSKS|Trypan_PARP,499,23.09,0,0,Control,23.09,23.09
DTR_281116,DTR_281116_6,Phage_capsid|SecA_DEAD,438,63.39,0,0,Mini,63.39,63.39
DTR_815416,DTR_815416_13,Phage_cap_E,376,83.73,0,0,Control,83.73,83.73
DTR_125661,DTR_125661_7,Linocin_M18|Peptidase_S78|Phage_capsid|UBA,503,52.39,11.35,21.66443978,Mini,52.39,52.39
DTR_506441,DTR_506441_4,Phage_capsid|z-alpha,387,34.72,0,0,Mini,34.72,34.72
DTR_264202,DTR_264202_12,Peptidase_S78|Phage_capsid,497,47.78,0,0,Control,47.78,47.78
DTR_272309,DTR_272309_7,Phage_cap_E,307,31.7,0,0,Mini,31.7,31.7
DTR_831713,DTR_831713_12,Peptidase_S78|Phage_capsid,519,49.42,0,0,Control,49.42,49.42
DTR_249986,DTR_249986_22,Phage_capsid,448,52.8,0,0,Control,52.8,52.8
DTR_007192,DTR_007192_8,PUMA|Peptidase_S78|Phage_capsid,558,47.4,0,0,Mini,47.4,47.4
DTR_539573,DTR_539573_5,P22_CoatProtein|S-l_SbsC_C,359,43.85,0,0,Micro,43.85,43.85
DTR_575045,DTR_575045_10,DUF5309,290,94.12,0,0,Control,94.12,94.12
DTR_058686,DTR_058686_12,Peptidase_S78|Phage_capsid,504,43.54,0,0,Control,43.54,43.54
DTR_861486,DTR_861486_3,Cadherin-like|DUF4781|Phage_capsid|Ribosomal_S20p,482,30.77,0,0,Control,30.77,30.77
DTR_158781,DTR_158781_1,Phage_capsid,231,91.3,0,0,Control,91.3,91.3
DTR_025379,DTR_025379_11,Phage_capsid|Pinin_SDK_memA,410,24.45,0,0,Mini,24.45,24.45
DTR_139591,DTR_139591_1,Phage_capsid,329,82.62,0,0,Control,82.62,82.62
DTR_709216,DTR_709216_5,Phage_capsid,394,65.39,0,0,Mini,65.39,65.39
DTR_270497,DTR_270497_12,Phage_cap_E,305,32.57,0,0,Control,32.57,32.57
DTR_276510,DTR_276510_7,Phage_cap_E,307,31.7,0,0,Mini,31.7,31.7
DTR_869512,DTR_869512_28,Peptidase_S78|Phage_capsid,529,17.99,0,0,Control,17.99,17.99
DTR_829373,DTR_829373_6,Linocin_M18,279,60.79,60.79,100,Mini,60.79,60.79
DTR_043315,DTR_043315_11,Phage_cap_E,360,16.99,0,0,Control,16.99,16.99
DTR_702038,DTR_702038_18,DUF5309,374,81.23,0,0,Control,81.23,81.23
DTR_398496,DTR_398496_14,FeoB_N|Linocin_M18,278,50.18,50.18,100,Mini,50.18,50.18
DTR_518380,DTR_518380_5,Phage_capsid,410,65.28,0,0,Control,65.28,65.28
DTR_317631,DTR_317631_25,Peptidase_S78|Phage_capsid,511,41.18,0,0,Control,41.18,41.18
DTR_503996,DTR_503996_8,DUF1043|DUF16|DUF3369|DUF4349|DUF6261|Med28|Mis12|Phage_capsid|TMF_DNA_bd|YscO-like,450,64.37,0,0,Mini,64.37,64.37
DTR_076975,DTR_076975_4,Gp13-like,365,53.57,0,0,Control,53.57,53.57
DTR_544480,DTR_544480_5,P22_CoatProtein|S-l_SbsC_C,359,43.85,0,0,Micro,43.85,43.85
DTR_790829,DTR_790829_2,Peptidase_S78|Phage_capsid,519,48.65,0,0,Control,48.65,48.65
DTR_888960,DTR_888960_24,Bactofilin|CDI|DUF6603|E1_DerP2_DerF2|Gp23,752,22.37,0,0,Control,22.37,22.37
DTR_827576,DTR_827576_8,Phage_capsid,412,64.96,0,0,Control,64.96,64.96
DTR_608817,DTR_608817_3,Phage_capsid,545,45.96,0,0,Mini,45.96,45.96
DTR_142282,DTR_142282_13,Phage_capsid,653,21.93,0,0,Control,21.93,21.93
DTR_261515,DTR_261515_5,Phage_capsid,460,60.35,0,0,Mini,60.35,60.35
DTR_837240,DTR_837240_7,Linocin_M18|Phage_capsid_2,282,41.99,27.05,64.42010002,Mini,41.99,41.99
DTR_623571,DTR_623571_8,BD-FAE|Phage_capsid,286,94.04,0,0,Mini,94.04,94.04
DTR_102029,DTR_102029_9,Phage_cap_E,376,78.67,0,0,Control,78.67,78.67
DTR_789277,DTR_789277_3,Cadherin-like|Phage_capsid|Polyketide_cyc2|Ribosomal_S20p,482,38.25,0,0,Control,38.25,38.25
DTR_539244,DTR_539244_5,Phage_capsid|Phage_capsid_2,290,62.98,0,0,Micro,62.98,62.98
DTR_551916,DTR_551916_26,Phage_capsid|SNN_linker,299,96.64,0,0,Control,96.64,96.64
DTR_171623,DTR_171623_4,His_biosynth|Phage_capsid|Phage_capsid_2,298,93.94,0,0,Control,93.94,93.94
DTR_595842,DTR_595842_4,Linocin_M18|Phage_capsid_2|Zot,279,32.37,30.22,93.35804757,Mini,32.37,32.37
DTR_635016,DTR_635016_5,Phage_cap_E,352,91.45,0,0,Mini,91.45,91.45
DTR_447211,DTR_447211_4,P22_CoatProtein|S-l_SbsC_C,359,43.85,0,0,Micro,43.85,43.85
DTR_129346,DTR_129346_4,Phage_capsid_2|TraT,285,72.54,0,0,Control,72.54,72.54
DTR_480101,DTR_480101_1,Phage_capsid|Phage_capsid_2,290,62.98,0,0,Micro,62.98,62.98
DTR_131353,DTR_131353_9,Phage_capsid,399,65.83,0,0,Control,65.83,65.83
DTR_297417,DTR_297417_2,Phage_capsid|Ribosomal_L9_N,412,66.67,0,0,Mini,66.67,66.67
DTR_886927,DTR_886927_2,Phage_cap_E,336,94.63,0,0,Control,94.63,94.63
DTR_131427,DTR_131427_1,Phage_capsid_2|TraT,220,62.73,0,0,Control,62.73,62.73
DTR_575074,DTR_575074_4,MukF_M|PRESAN|Peptidase_S78|Phage_capsid|Phi-29_GP16_7,490,51.94,0,0,Control,51.94,51.94
DTR_620906,DTR_620906_10,Cep57_MT_bd|Peptidase_S78|Phage_capsid,525,27.48,0,0,Control,27.48,27.48
DTR_662783,DTR_662783_4,HicB_lk_antitox|Phage_capsid_2|RNase_3_N|ZNRF_3_ecto,287,62.24,0,0,Control,62.24,62.24
DTR_244749,DTR_244749_18,Phage_capsid,409,66.18,0,0,Control,66.18,66.18
DTR_298792,DTR_298792_7,P22_CoatProtein|Phage_capsid_2,285,94.37,0,0,Mini,94.37,94.37
DTR_636135,DTR_636135_12,Phage_cap_E,352,91.45,0,0,Mini,91.45,91.45
DTR_832945,DTR_832945_8,Phage_capsid,412,64.96,0,0,Control,64.96,64.96
DTR_423158,DTR_423158_16,Bacteriocin_IIc|Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_765586,DTR_765586_19,Phage_capsid,407,65.76,0,0,Control,65.76,65.76
DTR_665116,DTR_665116_7,Phage_capsid,431,61.63,0,0,Mini,61.63,61.63
DTR_572153,DTR_572153_2,Phage_capsid|RAB3GAP2_C,305,92.11,0,0,Mini,92.11,92.11
DTR_817142,DTR_817142_11,Phage_capsid,411,64.39,0,0,Control,64.39,64.39
DTR_682621,DTR_682621_7,Phage_capsid,407,65.27,0,0,Control,65.27,65.27
DTR_412380,DTR_412380_9,Peptidase_S78|Phage_capsid,529,35.8,0,0,Control,35.8,35.8
DTR_128577,DTR_128577_20,Phage_cap_E,306,21.97,0,0,Control,21.97,21.97
DTR_170629,DTR_170629_23,Phage_capsid,294,93.86,0,0,Control,93.86,93.86
DTR_505850,DTR_505850_12,Phage_capsid_2,283,28.72,0,0,Mini,28.72,28.72
DTR_163799,DTR_163799_17,DUF2184,327,74.54,0,0,Control,74.54,74.54
DTR_868204,DTR_868204_13,FMN_bind|Get5_C|Phage_capsid,411,64.39,0,0,Control,64.39,64.39
DTR_825381,DTR_825381_9,ABC_tran_CTD|EF-G-binding_N|Med4|Phage_capsid,432,62.41,0,0,Mini,62.41,62.41
DTR_573992,DTR_573992_13,Phage_capsid|RAC_head,407,65.27,0,0,Control,65.27,65.27
DTR_131056,DTR_131056_14,Gp10A-like|Hex_IIIa|Phage_capsid_2,285,70.42,0,0,Control,70.42,70.42
DTR_050134,DTR_050134_8,GP7,307,85.62,0,0,Control,85.62,85.62
DTR_286934,DTR_286934_2,Phage_capsid,421,65,0,0,Mini,65,65
DTR_653102,DTR_653102_3,Paralemmin|Peptidase_S78|Phage_capsid|UPF0242,517,50.78,0,0,Control,50.78,50.78
DTR_065949,DTR_065949_10,Phage_cap_E|YDG,305,21.38,0,0,Control,21.38,21.38
DTR_315534,DTR_315534_7,Peptidase_S78|Phage_capsid,509,41.34,0,0,Control,41.34,41.34
DTR_597910,DTR_597910_8,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_160745,DTR_160745_2,Phage_cap_E,336,94.63,0,0,Control,94.63,94.63
DTR_137463,DTR_137463_14,Peptidase_S78|Phage_capsid|Phage_capsid_2,518,53.97,0,0,Control,53.97,53.97
DTR_267198,DTR_267198_7,Phage_cap_E,307,31.7,0,0,Mini,31.7,31.7
DTR_208882,DTR_208882_11,DUF5309|Phage_capsid,293,92.12,0,0,Control,92.12,92.12
DTR_053582,DTR_053582_9,Peptidase_S78|Phage_capsid,512,42.66,0,0,Control,42.66,42.66
DTR_112871,DTR_112871_7,Phage_capsid,401,65.5,0,0,Mini,65.5,65.5
DTR_778784,DTR_778784_16,DUF2059|Msg2_C|Phage_capsid,409,65.44,0,0,Control,65.44,65.44
DTR_308094,DTR_308094_7,Phage_capsid|Pinin_SDK_memA,410,24.45,0,0,Mini,24.45,24.45
DTR_789743,DTR_789743_24,Peptidase_S78|Phage_capsid,523,22.22,0,0,Control,22.22,22.22
DTR_700447,DTR_700447_3,DUF6115|Peptidase_S78|Phage_capsid,532,40.11,0,0,Control,40.11,40.11
DTR_315673,DTR_315673_23,DUF1778|Peptidase_S78|Phage_capsid,521,49.42,0,0,Control,49.42,49.42
DTR_503953,DTR_503953_10,Acetyltransf_CG|P22_CoatProtein|Phage_capsid_2,283,27.66,0,0,Mini,27.66,27.66
DTR_704498,DTR_704498_10,Phage_capsid,248,97.98,0,0,Mini,97.98,97.98
DTR_480539,DTR_480539_16,Phage_TAC_13|Phage_capsid,330,81.46,0,0,Control,81.46,81.46
DTR_713355,DTR_713355_11,Phage_capsid,415,64.49,0,0,Control,64.49,64.49
DTR_046476,DTR_046476_3,Phage_capsid,662,36.61,0,0,Control,36.61,36.61
DTR_034014,DTR_034014_3,Peptidase_S78|Phage_capsid,507,47.43,0,0,Control,47.43,47.43
DTR_097053,DTR_097053_12,Phage_capsid,308,81.76,0,0,Mini,81.76,81.76
DTR_027582,DTR_027582_17,Linocin_M18,346,68.12,68.12,100,Control,68.12,68.12
DTR_486117,DTR_486117_22,Peptidase_S78|Phage_capsid,523,30.08,0,0,Control,30.08,30.08
DTR_482508,DTR_482508_17,FlhD|Peptidase_S78|Phage_capsid,553,50.18,0,0,Control,50.18,50.18
DTR_719345,DTR_719345_7,FlhD|Peptidase_S78|Phage_capsid,553,46.74,0,0,Control,46.74,46.74
DTR_256259,DTR_256259_1,Phage_capsid,132,97.71,0,0,Micro,97.71,97.71
DTR_034013,DTR_034013_24,Peptidase_S78|Phage_capsid,557,45.86,0,0,Control,45.86,45.86
DTR_591294,DTR_591294_8,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_534075,DTR_534075_5,Phage_capsid|Phage_capsid_2,290,62.98,0,0,Micro,62.98,62.98
DTR_282867,DTR_282867_3,Phage_capsid_2|TraT,285,72.54,0,0,Control,72.54,72.54
DTR_545965,DTR_545965_14,Phage_capsid,410,65.04,0,0,Control,65.04,65.04
DTR_317981,DTR_317981_20,Peptidase_S78|Phage_capsid,515,55.45,0,0,Control,55.45,55.45
DTR_890275,DTR_890275_1,LNP1|Peptidase_C7|Phage_capsid,371,41.78,0,0,Mini,41.78,41.78
DTR_530486,DTR_530486_1,P22_CoatProtein|S-l_SbsC_C,359,43.85,0,0,Micro,43.85,43.85
DTR_348973,DTR_348973_11,Phage_capsid_2,285,83.45,0,0,Control,83.45,83.45
DTR_696999,DTR_696999_3,Phage_capsid,411,62.44,0,0,Mini,62.44,62.44
YP_010843914.1,YP_010843914.1,Gp23,155,25.81,0,0,Refseq,25.81,25.81
YP_010094972.1,YP_010094972.1,DmpG_comm|Gp23,155,26.45,0,0,Refseq,26.45,26.45
YP_009304265.1,YP_009304265.1,Phage_capsid,300,27,0,0,Refseq,27,27
YP_010355901.1,YP_010355901.1,Phage_capsid,396,27.27,0,0,Refseq,27.27,27.27
YP_009600608.1,YP_009600608.1,Phage_cap_E,339,27.73,0,0,Refseq,27.73,27.73
YP_009607225.1,YP_009607225.1,Gp23,162,30.86,0,0,Refseq,30.86,30.86
YP_009194273.1,YP_009194273.1,Gp23|Phage_XkdX,162,31.48,0,0,Refseq,31.48,31.48
YP_009290977.1,YP_009290977.1,Big_3_5|Phage_cap_E,389,33.42,0,0,Refseq,33.42,33.42
YP_009801652.1,YP_009801652.1,P22_CoatProtein,304,34.87,0,0,Refseq,34.87,34.87
YP_010051417.1,YP_010051417.1,Phage_Capsid_P3|Phage_capsid,311,35.05,0,0,Refseq,35.05,35.05
YP_010676010.1,YP_010676010.1,DUF2184,343,35.28,0,0,Refseq,35.28,35.28
YP_010051224.1,YP_010051224.1,Phage_Capsid_P3|Phage_capsid,311,35.69,0,0,Refseq,35.69,35.69
YP_010648369.1,YP_010648369.1,Phage_capsid,403,36.23,0,0,Refseq,36.23,36.23
YP_008059528.1,YP_008059528.1,Phage_capsid,419,36.52,0,0,Refseq,36.52,36.52
YP_009823366.1,YP_009823366.1,Phage_capsid,323,36.84,0,0,Refseq,36.84,36.84
YP_002274266.1,YP_002274266.1,Osmo_CC|Peptidase_S78|Phage_capsid,656,38.11,0,0,Refseq,38.11,38.11
YP_009909397.1,YP_009909397.1,Osmo_CC|Peptidase_S78|Phage_capsid,645,38.76,0,0,Refseq,38.76,38.76
YP_009909320.1,YP_009909320.1,APG6_N|Osmo_CC|Peptidase_S78|Phage_capsid,645,38.76,0,0,Refseq,38.76,38.76
YP_009909243.1,YP_009909243.1,Osmo_CC|Peptidase_S78|Phage_capsid,645,38.76,0,0,Refseq,38.76,38.76
YP_009909088.1,YP_009909088.1,Peptidase_S78|Phage_capsid,645,38.76,0,0,Refseq,38.76,38.76
YP_002274188.1,YP_002274188.1,Osmo_CC|Peptidase_S78|Phage_capsid,645,38.76,0,0,Refseq,38.76,38.76
YP_001449293.1,YP_001449293.1,APG6_N|Osmo_CC|Peptidase_S78|Phage_capsid,645,38.76,0,0,Refseq,38.76,38.76
YP_239802.1,YP_239802.1,Phage_capsid,395,39.75,0,0,Refseq,39.75,39.75
YP_010051677.1,YP_010051677.1,Phage_capsid,308,40.91,0,0,Refseq,40.91,40.91
YP_007006570.1,YP_007006570.1,Bap31_Bap29_C|DUF4337|DUF4407|DUF842|Drf_FH3|Peptidase_S78_2|Phage_capsid,469,42.43,0,0,Refseq,42.43,42.43
YP_009948738.1,YP_009948738.1,Gp10A-like,332,42.77,0,0,Refseq,42.77,42.77
YP_010719873.1,YP_010719873.1,Gp13-like,354,44.35,0,0,Refseq,44.35,44.35
YP_009224264.1,YP_009224264.1,Med5|Phage_capsid|T1RH-like_C,380,46.32,0,0,Refseq,46.32,46.32
YP_009799363.1,YP_009799363.1,Gp10A-like|Ssl1,344,47.38,0,0,Refseq,47.38,47.38
YP_010772496.1,YP_010772496.1,Linocin_M18,314,39.49,39.49,100,Fringe,39.49,39.49
YP_010768501.1,YP_010768501.1,Phage_cap_P2,357,93.28,0,0,Fringe,93.28,93.28
YP_009787334.1,YP_009787334.1,Gp10A-like,337,50.45,0,0,Refseq,50.45,50.45
YP_009152981.1,YP_009152981.1,APG6_N|ATG14|Baculo_p24|DUF1465|DUF4407|DegQ|DivIC|NuA4|Phage_capsid|ProMicron|SHE3|TMF_DNA_bd,417,50.6,0,0,Refseq,50.6,50.6
YP_010051614.1,YP_010051614.1,Phage_capsid,308,50.97,0,0,Refseq,50.97,50.97
YP_009620683.1,YP_009620683.1,GP7|Par3_HAL_N_term,300,51,0,0,Refseq,51,51
YP_010755350.1,YP_010755350.1,Phage_capsid,428,52.34,0,0,Refseq,52.34,52.34
YP_010719865.1,YP_010719865.1,Gp13-like|TrbI,344,53.2,0,0,Refseq,53.2,53.2
YP_010104146.1,YP_010104146.1,Nuf2_DHR10-like|Phage_capsid|Sec10_N,515,54.56,0,0,Refseq,54.56,54.56
YP_009013024.1,YP_009013024.1,Nuf2_DHR10-like|Phage_capsid|Sec10_N,515,54.56,0,0,Refseq,54.56,54.56
YP_010088187.1,YP_010088187.1,Nuf2_DHR10-like|Phage_capsid|Sec10_N,515,54.56,0,0,Refseq,54.56,54.56
YP_009276877.1,YP_009276877.1,ATG14|Baculo_p24|DUF1465|DUF948|DegQ|FlaC_arch|Glyco_hydro_4|NuA4|Phage_capsid|ProMicron|SHE3|zf-C4H2,417,55.64,0,0,Refseq,55.64,55.64
YP_009819662.1,YP_009819662.1,ICA69|KIP1|LMBR1|Phage_capsid|TMPIT,465,57.63,0,0,Refseq,57.63,57.63
YP_009808584.1,YP_009808584.1,ICA69|KIP1|LMBR1|Phage_capsid|TMPIT,465,57.63,0,0,Refseq,57.63,57.63
YP_008241996.1,YP_008241996.1,DUF3877|Deltameth_res|Lectin_N|PI3K_1B_p101|Phage_capsid|SpvD|TFIID_20kDa,402,57.71,0,0,Refseq,57.71,57.71
YP_010356618.1,YP_010356618.1,End_beta_barrel|Phage_capsid|Ribonuc_2-5A,566,58.48,0,0,Refseq,58.48,58.48
YP_010754521.1,YP_010754521.1,Phage_capsid,429,59.91,0,0,Refseq,59.91,59.91
YP_579208.1,YP_579208.1,Phage_capsid,419,61.81,0,0,Refseq,61.81,61.81
NP_803339.1,NP_803339.1,APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid,402,61.94,0,0,Refseq,61.94,61.94
YP_010083879.1,YP_010083879.1,APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid|UPF0242,402,61.94,0,0,Refseq,61.94,61.94
YP_010083814.1,YP_010083814.1,APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid,402,61.94,0,0,Refseq,61.94,61.94
YP_010083746.1,YP_010083746.1,ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid,402,61.94,0,0,Refseq,61.94,61.94
YP_010083681.1,YP_010083681.1,ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid|SKA2,402,61.94,0,0,Refseq,61.94,61.94
YP_010083603.1,YP_010083603.1,APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid,402,61.94,0,0,Refseq,61.94,61.94
YP_010083512.1,YP_010083512.1,APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid,402,61.94,0,0,Refseq,61.94,61.94
YP_010083315.1,YP_010083315.1,ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid|SKA2,402,61.94,0,0,Refseq,61.94,61.94
YP_009204261.1,YP_009204261.1,APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid,402,61.94,0,0,Refseq,61.94,61.94
YP_008058803.1,YP_008058803.1,APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|LaMicron_I|Phage_capsid|SKA2,402,61.94,0,0,Refseq,61.94,61.94
YP_007392389.1,YP_007392389.1,APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid,402,61.94,0,0,Refseq,61.94,61.94
YP_007005732.1,YP_007005732.1,APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid,402,61.94,0,0,Refseq,61.94,61.94
YP_002268008.1,YP_002268008.1,APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid,402,61.94,0,0,Refseq,61.94,61.94
YP_010754160.1,YP_010754160.1,Phage_cap_E,353,62.04,0,0,Refseq,62.04,62.04
YP_009815764.1,YP_009815764.1,Amidohydro_2|Phage_capsid|Phasin_2,444,62.61,0,0,Refseq,62.61,62.61
YP_010774059.1,YP_010774059.1,LTXXQ|Phage_capsid,439,63.1,0,0,Refseq,63.1,63.1
YP_009830738.1,YP_009830738.1,Allexi_40kDa|DUF2205|DUF724|Helo_like_N|Phage_capsid|SKA1,395,63.29,0,0,Refseq,63.29,63.29
YP_009285253.1,YP_009285253.1,Allexi_40kDa|DUF2205|DUF724|Helo_like_N|Phage_capsid|SKA1,395,63.29,0,0,Refseq,63.29,63.29
YP_009281107.1,YP_009281107.1,Phage_capsid,429,63.4,0,0,Refseq,63.4,63.4
YP_112497.1,YP_112497.1,Phage_capsid|Yopt,379,63.59,0,0,Refseq,63.59,63.59
YP_009855338.1,YP_009855338.1,CmlA_N|DUF724|Phage_capsid,393,63.61,0,0,Refseq,63.61,63.61
YP_009854711.1,YP_009854711.1,CmlA_N|DUF724|Phage_capsid,393,63.61,0,0,Refseq,63.61,63.61
YP_009815836.1,YP_009815836.1,Amidohydro_2|Phage_capsid|Phasin_2,437,63.62,0,0,Refseq,63.62,63.62
YP_010051029.1,YP_010051029.1,Phage_capsid,416,63.7,0,0,Refseq,63.7,63.7
YP_007237117.1,YP_007237117.1,DUF16|DUF3450|Fib_alpha|Med9|Phage_capsid|UPF0242,460,63.7,0,0,Refseq,63.7,63.7
YP_009818566.1,YP_009818566.1,Phage_capsid,436,63.76,0,0,Refseq,63.76,63.76
YP_009884815.1,YP_009884815.1,Phage_capsid,439,63.78,0,0,Refseq,63.78,63.78
YP_010774329.1,YP_010774329.1,Exonuc_X-T_C|K-box|Phage_capsid|SWI2_SNF2,442,64.03,0,0,Refseq,64.03,64.03
YP_010774265.1,YP_010774265.1,K-box|Phage_capsid,442,64.03,0,0,Refseq,64.03,64.03
YP_010774194.1,YP_010774194.1,Exonuc_X-T_C|K-box|Phage_capsid,442,64.03,0,0,Refseq,64.03,64.03
YP_010774130.1,YP_010774130.1,Exonuc_X-T_C|K-box|Phage_capsid,442,64.03,0,0,Refseq,64.03,64.03
YP_009282346.1,YP_009282346.1,DUF349|Phage_capsid,409,64.06,0,0,Refseq,64.06,64.06
YP_009201498.1,YP_009201498.1,DUF349|Phage_capsid,409,64.06,0,0,Refseq,64.06,64.06
YP_009639684.1,YP_009639684.1,Phage_capsid,427,64.17,0,0,Refseq,64.17,64.17
YP_010050799.1,YP_010050799.1,Phage_capsid|R_equi_Vir,416,64.18,0,0,Refseq,64.18,64.18
YP_009815693.1,YP_009815693.1,Phage_capsid|Phasin_2,436,64.22,0,0,Refseq,64.22,64.22
YP_010083285.1,YP_010083285.1,ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid,387,64.34,0,0,Refseq,64.34,64.34
YP_002332404.1,YP_002332404.1,APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid,387,64.34,0,0,Refseq,64.34,64.34
YP_240005.1,YP_240005.1,APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid,387,64.34,0,0,Refseq,64.34,64.34
YP_239938.1,YP_239938.1,APG6_N|ATG16|HAUS-augmin3|Phage_capsid,387,64.34,0,0,Refseq,64.34,64.34
YP_239859.1,YP_239859.1,APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid,387,64.34,0,0,Refseq,64.34,64.34
NP_075504.1,NP_075504.1,APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid,387,64.34,0,0,Refseq,64.34,64.34
YP_010083477.1,YP_010083477.1,APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|LaMicron_I|Phage_capsid,387,64.34,0,0,Refseq,64.34,64.34
YP_010083180.1,YP_010083180.1,ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid,387,64.34,0,0,Refseq,64.34,64.34
YP_010083116.1,YP_010083116.1,APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid,387,64.34,0,0,Refseq,64.34,64.34
YP_010083372.1,YP_010083372.1,APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid,387,64.34,0,0,Refseq,64.34,64.34
YP_008767370.1,YP_008767370.1,APG6_N|ATG16|Cep57_CLD_2|HAUS-augmin3|Phage_capsid,387,64.34,0,0,Refseq,64.34,64.34
YP_007002971.1,YP_007002971.1,BRE1|Phage_capsid,390,64.36,0,0,Refseq,64.36,64.36
YP_010752332.1,YP_010752332.1,Phage_capsid,398,64.57,0,0,Refseq,64.57,64.57
YP_010752268.1,YP_010752268.1,DUF2184|Phage_capsid,398,64.57,0,0,Refseq,64.57,64.57
YP_010752201.1,YP_010752201.1,Phage_capsid,398,64.57,0,0,Refseq,64.57,64.57
YP_010049613.1,YP_010049613.1,Phage_capsid,430,64.65,0,0,Refseq,64.65,64.65
YP_010356705.1,YP_010356705.1,DUF1664|End_beta_barrel|FlgT_C|Phage_capsid,566,64.66,0,0,Refseq,64.66,64.66
YP_010752466.1,YP_010752466.1,Phage_capsid,395,65.06,0,0,Refseq,65.06,65.06
YP_010752806.1,YP_010752806.1,Phage_capsid,395,65.32,0,0,Refseq,65.32,65.32
YP_010098652.1,YP_010098652.1,Gp23,55,65.45,0,0,Refseq,65.45,65.45
YP_010752670.1,YP_010752670.1,Phage_capsid|RdRP_4,394,65.48,0,0,Refseq,65.48,65.48
YP_010752603.1,YP_010752603.1,Phage_capsid|RdRP_4,394,65.48,0,0,Refseq,65.48,65.48
YP_010752536.1,YP_010752536.1,Phage_capsid|RdRP_4,394,65.48,0,0,Refseq,65.48,65.48
YP_010752949.1,YP_010752949.1,Phage_capsid,393,65.65,0,0,Refseq,65.65,65.65
YP_010752876.1,YP_010752876.1,Phage_capsid,393,65.65,0,0,Refseq,65.65,65.65
YP_009196104.1,YP_009196104.1,Cnn_1N|DUF2205|Endonuc_BglI|Phage_capsid,380,65.79,0,0,Refseq,65.79,65.79
YP_009193818.1,YP_009193818.1,Cnn_1N|DUF2205|Endonuc_BglI|Phage_capsid,380,65.79,0,0,Refseq,65.79,65.79
YP_010050544.1,YP_010050544.1,Phage_capsid,417,65.95,0,0,Refseq,65.95,65.95
YP_009602564.1,YP_009602564.1,Phage_capsid,417,65.95,0,0,Refseq,65.95,65.95
YP_009803062.1,YP_009803062.1,Phage_capsid|RRF|YPEB_N,421,66.03,0,0,Refseq,66.03,66.03
YP_010752129.1,YP_010752129.1,Phage_capsid,395,66.08,0,0,Refseq,66.08,66.08
YP_009621078.1,YP_009621078.1,Big_3_5|Phage_capsid|ProMicron|TMPIT,460,66.09,0,0,Refseq,66.09,66.09
YP_009597506.1,YP_009597506.1,Big_3_5|Phage_capsid|TMPIT,460,66.09,0,0,Refseq,66.09,66.09
YP_010050236.1,YP_010050236.1,Phage_capsid,416,66.11,0,0,Refseq,66.11,66.11
YP_010050479.1,YP_010050479.1,Phage_capsid,416,66.11,0,0,Refseq,66.11,66.11
YP_010752738.1,YP_010752738.1,Phage_capsid,393,66.16,0,0,Refseq,66.16,66.16
YP_006383510.1,YP_006383510.1,Phage_capsid,361,66.2,0,0,Refseq,66.2,66.2
YP_010357881.1,YP_010357881.1,DUF2184|DUF6260|FlgT_N|Linocin_M18|Nairo_nucleo,409,66.26,20.54,30.99909448,Refseq,66.26,66.26
YP_010050419.1,YP_010050419.1,Phage_capsid,415,66.27,0,0,Refseq,66.27,66.27
YP_010049803.1,YP_010049803.1,Phage_capsid,415,66.27,0,0,Refseq,66.27,66.27
YP_010754056.1,YP_010754056.1,Phage_capsid,393,66.41,0,0,Refseq,66.41,66.41
